,X,Y,Z,DBH
0,-2.043963477400745,-0.5034540870761618,-0.3584748729711582,0.26111650466918945
1,3.9297796361939246,-1.1842854557710463,-0.03915054439658472,0.23167382180690765
2,0.3693870473605176,-13.859419274150376,-0.04180013809312699,0.2994544220055825
3,5.047585778646037,-11.330005756864363,0.16680608228777705,0.27049341797828674
4,-6.52284150167307,3.358618086928609,-0.42114808016251204,0.23509052527358382
5,2.590274105067902,7.957408953449866,-0.25980418430206353,0.2415463775396347
6,9.75511447318574,-8.930901789012777,0.6887616326755168,0.2529151606265331
7,9.821486915428556,2.1733785069095988,0.6521620722157048,0.27256700350796226
8,-7.2541485807777635,-4.74210514860997,-0.1761920040426972,0.2033260613679886
9,-12.189414974631166,-7.7465226194274,0.30706020584219984,0.25240617990493774
10,13.778871847343037,5.040810801641909,1.3708325229478182,0.24111327528953552
11,10.39111206726196,-4.611859758273395,0.7611602520995693,0.19319525361061096
12,5.843137165424762,11.43649418525079,0.048282793554130565,0.2203284204006195
13,9.813601812632005,12.712434500584974,0.6352886588892239,0.25418031215667725
14,-2.723385034739252,-15.118772895750745,-0.036997027987626385,0.26384347677230835
15,6.803946946119469,-17.031313248676074,0.3945805862390279,0.2519822930362323
16,-13.320314695937087,-10.564665982379271,0.5485856918190308,0.25928109884262085
17,-10.93721892647751,-0.7750616805962921,-0.050930247575827314,0.21585430338442624
18,-7.947924751661923,-11.88305507337298,0.07811513277278315,0.235673545835903
19,7.933481097769715,-1.5300482356990783,0.39329158028905975,0.25146614190060823
20,12.678127622532529,-4.285435936108131,1.1365551376959881,0.2501697838306427
21,-4.01062945421659,13.480398099112994,-0.6697510439240744,0.23268219163114362
22,2.340188759595243,-5.679081184598719,-0.09670911370510549,0.26559367775917053
23,-4.947446080375244,-6.90414578178501,-0.1981186318818149,0.26134350895881653
24,-7.833909337435201,18.57919477312361,-0.7698917519615363,0.24606594443321228
25,6.8942447741689525,-8.560588773818878,0.3211814795854143,0.1932176947593689
26,9.688003813634769,6.5821067551057935,0.6195729246878253,0.28768943222684495
27,18.555213479977514,5.847021864159424,2.4844183960463204,0.24810388684272766
28,0.5919835080807831,13.648946055337639,-0.4814488532089942,0.23249931633472443
29,1.0538707256869944,8.807941424539079,-0.3894008759368033,0.19658327102661133
30,-0.7214482284490613,3.24735953450143,-0.3932508199495952,0.19689728319644928
31,13.773570924199147,1.0760876163453101,1.3643276444660792,0.20479677254885242
32,-9.811197593985924,17.965596977473076,-0.689492435226924,0.19980642199516296
33,-2.7730492243734415,8.141808565783776,-0.5413705729732843,0.22327600419521332
34,-1.2298220039396404,-8.893963508261187,-0.17341998082111965,0.197580186908277
35,-11.47963594387001,2.537187510009879,-0.1087103689208666,0.2529684007167816
36,10.304981587289827,-13.920823220910794,0.7715735660411036,0.2297850400209427
37,-8.333443873762537,10.379287720562274,-0.5475113162304237,0.20055392384529114
38,-16.92092109841143,-8.52930397334323,0.9939674184304301,0.16839715838432312
39,-12.612602110730768,12.523298830324064,-0.34700014891050324,0.26736438274383545
40,3.7985269209957133,15.542377917042586,-0.21881161835074758,0.18870753049850464
41,16.990324421980265,10.580371240030672,2.1325343713795633,0.26907578110694885
42,14.208190395851007,10.441334753589668,1.4834456462784527,0.23421257734298706
43,12.578471763693663,-12.686532398905223,1.1265796497493963,0.1901586800813675
44,-15.325309505773722,-1.4256386706406698,0.4529697313314961,0.13630326092243195
